index,package_cycles,dram_cycles,package_ms,dram_ms
435,2210900,2194435,1.004954545,0.997470455
436,2093684,2213385,0.951674545,1.006084091
437,2308701,2138127,1.049409545,0.971875909
438,2135721,2162002,0.970782273,0.982728182
439,2326717,2204698,1.057598636,1.002135455
440,2147949,2229234,0.976340455,1.013288182
441,2156322,2220771,0.980146364,1.009441364
442,2327979,2144939,1.058172273,0.974972273
443,2152298,2315365,0.978317273,1.052438636
444,2133154,2348341,0.969615455,1.067427727
445,2359926,2239287,1.072693636,1.017857727
446,2124730,1862126,0.965786364,0.846420909
447,2121507,2257682,0.964321364,1.026219091
448,2152301,2239112,0.978318636,1.017778182
449,2348468,2240613,1.067485455,1.018460455
450,2215876,2327361,1.007216364,1.057891364
451,2165131,2088734,0.984150455,0.949424545
452,2290755,2171728,1.041252273,0.987149091
453,2122248,2167373,0.964658182,0.985169545
454,2094655,2115114,0.952115909,0.961415455
455,2328313,4769772,1.058324091,2.168078182
456,2237646,1884002,1.017111818,0.856364545
457,2084647,2227534,0.947566818,1.012515455
458,2219414,2259224,1.008824545,1.02692
459,2154823,2070167,0.979465,0.940985
460,2127512,2261870,0.967050909,1.028122727
461,2323601,2265718,1.056182273,1.029871818
462,2164065,2177159,0.983665909,0.989617727
463,2203247,2184880,1.001475909,0.993127273
464,2238987,2207768,1.017721364,1.003530909
465,2261576,2205380,1.027989091,1.002445455
466,2266203,2108416,1.030092273,0.958370909
467,2089133,2551181,0.949605909,1.159627727
468,2164854,1858396,0.984024545,0.844725455
469,2188302,2297213,0.994682727,1.044187727
470,2208339,2207164,1.003790455,1.003256364
471,2192329,2218225,0.996513182,1.008284091
472,2208590,2195391,1.003904545,0.997905
473,2209495,2175852,1.004315909,0.989023636
474,2302466,2487262,1.046575455,1.130573636
475,2075698,1883163,0.943499091,0.855983182
476,2145765,2213267,0.975347727,1.006030455
477,2338163,2233832,1.062801364,1.015378182
478,2225884,2379207,1.011765455,1.081457727
479,2154835,2074230,0.979470455,0.942831818
480,2116479,2399802,0.962035909,1.090819091
481,2270788,1854594,1.032176364,0.842997273
482,2301752,2280881,1.046250909,1.036764091
483,2072182,2222695,0.941900909,1.010315909
484,2205538,2412202,1.002517273,1.096455455
485,2274800,2279706,1.034,1.03623
486,2228557,1884669,1.012980455,0.856667727
487,2174808,2406594,0.988549091,1.093906364
488,2213856,2256113,1.006298182,1.025505909
489,2190532,1946727,0.995696364,0.884875909
490,2202728,2460444,1.00124,1.118383636
491,2133982,2213949,0.969991818,1.006340455
492,2155451,2254160,0.979750455,1.024618182
493,2370346,1885139,1.07743,0.856881364
494,1992700,2383085,0.905772727,1.083220455
495,2282820,2196450,1.037645455,0.998386364
496,2299956,2198067,1.045434545,0.999121364
497,2072042,2232260,0.941837273,1.014663636
498,2153475,2183522,0.978852273,0.99251
499,2243830,2224983,1.019922727,1.011355909
500,2270312,2234272,1.03196,1.015578182
501,2294673,2143507,1.043033182,0.974321364
502,2163298,2185962,0.983317273,0.993619091
503,2127002,2232187,0.966819091,1.014630455
504,2227374,2215743,1.012442727,1.007155909
505,2188612,2265153,0.994823636,1.029615
506,2289472,2181566,1.040669091,0.991620909
507,2164930,2212183,0.984059091,1.005537727
508,2244300,2203742,1.020136364,1.001700909
509,2065306,2188059,0.938775455,0.994572273
510,2265897,2295374,1.029953182,1.043351818
511,2229298,1976128,1.013317273,0.89824
512,2181450,2069320,0.991568182,0.9406
513,2219508,2404554,1.008867273,1.092979091
514,2228431,2175631,1.012923182,0.988923182
515,2229668,2148741,1.013485455,0.976700455
