index,package_cycles,dram_cycles,package_ms,dram_ms
1,1294332,1254409,0.99564,0.96493
2,1321359,1330537,1.01643,1.02349
3,1303081,7163,1.00237,0.00551
4,1299090,1328886,0.9993,1.02222
5,1309893,1236053,1.00761,0.95081
6,1309217,1310088,1.00709,1.00776
7,1298661,1309412,0.99897,1.00724
8,1210404,1329510,0.93108,1.0227
9,1362166,1328236,1.04782,1.02172
10,1298167,1234025,0.99859,0.94925
11,1250080,1311843,0.9616,1.00911
12,1306474,1338454,1.00498,1.02958
13,1304550,1306526,1.0035,1.00502
14,1303432,1321944,1.00264,1.01688
15,1325350,1212003,1.0195,0.93231
16,1308346,1342133,1.00642,1.03241
17,1303991,1344486,1.00307,1.03422
18,1312831,1238302,1.00987,0.95254
19,1303406,1330329,1.00262,1.02333
20,1327170,1337388,1.0209,1.02876
21,1281696,1232296,0.98592,0.94792
22,1265238,1326052,0.97326,1.02004
23,1313637,1348971,1.01049,1.03767
24,1310933,1237405,1.00841,0.95185
25,1300468,1319656,1.00036,1.01512
26,1310140,1303055,1.0078,1.00235
27,1299285,1248000,0.99945,0.96
28,1316978,1338649,1.01306,1.02973
29,1335841,1354444,1.02757,1.04188
30,1305083,1241513,1.00391,0.95501
31,1191411,1330420,0.91647,1.0234
32,1316809,1322347,1.01293,1.01719
33,1357473,1209949,1.04421,0.93073
34,1321476,1356225,1.01652,1.04325
35,1207440,1354288,0.9288,1.04176
36,1298323,1238289,0.99871,0.95253
37,1307644,1339091,1.00588,1.03007
38,1315119,1251939,1.01163,0.96303
39,1301807,1353274,1.00139,1.04098
40,1305837,1227694,1.00449,0.94438
41,1317056,1340703,1.01312,1.03131
42,1323049,1360970,1.01773,1.0469
43,1308307,1241201,1.00639,0.95477
44,1248065,1265069,0.96005,0.97313
45,1312272,1357265,1.00944,1.04405
46,1327339,1260220,1.02103,0.9694
47,1335620,1359007,1.0274,1.04539
48,1200589,1245231,0.92353,0.95787
49,1340482,1360554,1.03114,1.04658
50,1302106,1259882,1.00162,0.96914
51,1313403,1349621,1.01031,1.03817
52,1305213,1240135,1.00401,0.95395
53,1301768,1337375,1.00136,1.02875
54,1308008,1225757,1.00616,0.94289
55,1319448,1356316,1.01496,1.04332
56,1312051,1263782,1.00927,0.97214
